id,skill,group,conceptType,reuse,priority,aliases
ESCO-CR-1069,evaluación de testing,calidad_seguridad,knowledge,cross-sector,3,evaluación de testing; testing; testing qa testing; evaluación de qa testing; qa testing
ESCO-CR-1070,evaluación de chatgpt,tic_soporte,skill/competence,transversal,3,evaluación de chatgpt; chatgpt; chatgpt ia generativa; evaluación de ia generativa; ia generativa
ESCO-CR-1071,evaluación de modelo predictivo,tic_soporte,skill/competence,sector-specific,5,evaluación de modelo predictivo; modelo predictivo; modelo predictivo machine learning; evaluación de machine learning; machine learning
ESCO-CR-1072,evaluación de zapier,digital_basico,skill/competence,cross-sector,3,evaluación de zapier; zapier; zapier rpa; evaluación de rpa; rpa
ESCO-CR-1073,evaluación de modulo sap,digital_avanzado,knowledge,transversal,3,evaluación de modulo sap; modulo sap; modulo sap erp; evaluación de erp; erp
ESCO-CR-1074,evaluación de office,digital_avanzado,skill/competence,sector-specific,4,evaluación de office; office; office ofimática certificada; evaluación de ofimática certificada; ofimática certificada
ESCO-CR-1075,evaluación de control de acceso,calidad_seguridad,skill/competence,cross-sector,3,evaluación de control de acceso; control de acceso; control de acceso electrónica; evaluación de electrónica; electrónica
ESCO-CR-1076,evaluación de cableado,calidad_seguridad,skill/competence,transversal,3,evaluación de cableado; cableado; cableado fibra óptica; evaluación de fibra óptica; fibra óptica
ESCO-CR-1077,evaluación de gas refrigerante,construccion_mantenimiento,knowledge,sector-specific,4,evaluación de gas refrigerante; gas refrigerante; gas refrigerante refrigeración; evaluación de refrigeración; refrigeración
ESCO-CR-1078,evaluación de metal mecanica,calidad_seguridad,skill/competence,cross-sector,5,evaluación de metal mecanica; metal mecanica; metal mecanica soldadura certificada y metalmecánica; evaluación de soldadura certificada y metalmecánica; soldadura certificada y metalmecánica
ESCO-CR-1079,evaluación de electricidad,proyectos,skill/competence,transversal,3,evaluación de electricidad; electricidad; electricidad electricidad residencial; evaluación de electricidad residencial; electricidad residencial
ESCO-CR-1080,evaluación de automotriz,construccion_mantenimiento,skill/competence,sector-specific,4,evaluación de automotriz; automotriz; automotriz mecánica automotriz; evaluación de mecánica automotriz; mecánica automotriz
ESCO-CR-1081,evaluación de reparación de motos,construccion_mantenimiento,knowledge,cross-sector,3,evaluación de reparación de motos; reparación de motos; reparación de motos mecánica de motocicletas y movilidad liviana; evaluación de mecánica de motocicletas y movilidad liviana; mecánica de motocicletas y movilidad liviana
ESCO-CR-1082,evaluación de maquinaria pesada,calidad_seguridad,skill/competence,transversal,3,evaluación de maquinaria pesada; maquinaria pesada; maquinaria pesada operación de maquinaria pesada y equipos especiales; evaluación de operación de maquinaria pesada y equipos especiales; operación de maquinaria pesada y equipos especiales
ESCO-CR-1083,evaluación de estiba,manufactura,skill/competence,sector-specific,4,evaluación de estiba; estiba; estiba montacargas; evaluación de montacargas; montacargas
ESCO-CR-1084,evaluación de manipulacion de alimentos,manufactura,skill/competence,cross-sector,3,evaluación de manipulacion de alimentos; manipulacion de alimentos; manipulacion de alimentos inocuidad alimentaria; evaluación de inocuidad alimentaria; inocuidad alimentaria
ESCO-CR-1085,evaluación de control analitico,digital_basico,knowledge,transversal,5,evaluación de control analitico; control analitico; control analitico técnico de laboratorio; evaluación de técnico de laboratorio; técnico de laboratorio
ESCO-CR-1086,evaluación de acompanamiento,ventas_servicio,skill/competence,sector-specific,4,evaluación de acompanamiento; acompanamiento; acompanamiento asistencia al paciente; evaluación de asistencia al paciente; asistencia al paciente
ESCO-CR-1087,evaluación de salón,ventas_comercio,skill/competence,cross-sector,3,evaluación de salón; salón; salón cosmetología; evaluación de cosmetología; cosmetología
ESCO-CR-1088,evaluación de cocina técnica,manufactura,skill/competence,transversal,3,evaluación de cocina técnica; cocina técnica; cocina técnica cocina técnica
ESCO-CR-1089,evaluación de barismo,comunicacion,knowledge,sector-specific,4,evaluación de barismo; barismo; barismo barismo
ESCO-CR-1090,evaluación de repostería,calidad_seguridad,skill/competence,cross-sector,3,evaluación de repostería; repostería; repostería panadería; evaluación de panadería; panadería
ESCO-CR-1091,evaluación de prevencion de riesgos,comunicacion,skill/competence,transversal,3,evaluación de prevencion de riesgos; prevencion de riesgos; prevencion de riesgos seguridad privada certificada; evaluación de seguridad privada certificada; seguridad privada certificada
ESCO-CR-1092,evaluación de customer service,ventas_servicio,skill/competence,sector-specific,5,evaluación de customer service; customer service; customer service inglés para bpo; evaluación de inglés para bpo; inglés para bpo
ESCO-CR-1093,evaluación de shopify,ventas_comercio,knowledge,cross-sector,3,evaluación de shopify; shopify; shopify e-commerce; evaluación de e-commerce; e-commerce
ESCO-CR-1094,evaluación de correo electronico,digital_basico,skill/competence,transversal,3,evaluación de correo electronico; correo electronico; correo electronico asistencia virtual; evaluación de asistencia virtual; asistencia virtual
ESCO-CR-1095,optimización de ingeniero,ingenieria_construccion,skill/competence,sector-specific,4,optimización de ingeniero; ingeniero; ingeniero ingeniería civil; optimización de ingeniería civil; ingeniería civil
ESCO-CR-1096,optimización de indicadores,calidad_seguridad,skill/competence,cross-sector,3,optimización de indicadores; indicadores; indicadores ingeniería industrial; optimización de ingeniería industrial; ingeniería industrial
ESCO-CR-1097,optimización de tecnología,proyectos,knowledge,transversal,3,optimización de tecnología; tecnología; tecnología ingeniería en sistemas; optimización de ingeniería en sistemas; ingeniería en sistemas
ESCO-CR-1098,optimización de refrigeracion,proyectos,skill/competence,sector-specific,4,optimización de refrigeracion; refrigeracion; refrigeracion ingeniería electromecánica; optimización de ingeniería electromecánica; ingeniería electromecánica
ESCO-CR-1099,optimización de render,digital_avanzado,skill/competence,cross-sector,5,optimización de render; render; render arquitectura; optimización de arquitectura; arquitectura
ESCO-CR-1100,optimización de proyecto,digital_basico,skill/competence,transversal,3,optimización de proyecto; proyecto; proyecto gestión de proyectos; optimización de gestión de proyectos; gestión de proyectos
ESCO-CR-1101,optimización de resultados,rrhh_orientacion,knowledge,sector-specific,4,optimización de resultados; resultados; resultados gerencia; optimización de gerencia; gerencia
ESCO-CR-1102,optimización de asesor de ventas,comunicacion,skill/competence,cross-sector,3,optimización de asesor de ventas; asesor de ventas; asesor de ventas ventas; optimización de ventas; ventas
ESCO-CR-1103,optimización de cliente,digital_basico,skill/competence,transversal,3,optimización de cliente; cliente; cliente servicio al cliente; optimización de servicio al cliente; servicio al cliente
ESCO-CR-1104,optimización de gondola,logistica,skill/competence,sector-specific,4,optimización de gondola; gondola; gondola retail; optimización de retail; retail
ESCO-CR-1105,optimización de campaña,comunicacion,knowledge,cross-sector,3,optimización de campaña; campaña; campaña marketing; optimización de marketing; marketing
ESCO-CR-1106,optimización de canva,comunicacion,skill/competence,transversal,5,optimización de canva; canva; canva diseño gráfico; optimización de diseño gráfico; diseño gráfico
ESCO-CR-1107,optimización de reportes,comunicacion,skill/competence,sector-specific,4,optimización de reportes; reportes; reportes administración; optimización de administración; administración
ESCO-CR-1108,optimización de estados financieros,digital_basico,skill/competence,cross-sector,3,optimización de estados financieros; estados financieros; estados financieros contabilidad; optimización de contabilidad; contabilidad
ESCO-CR-1109,optimización de poliza,ventas_comercio,knowledge,transversal,3,optimización de poliza; poliza; poliza banca; optimización de banca; banca
ESCO-CR-1110,optimización de cotización,finanzas,skill/competence,sector-specific,4,optimización de cotización; cotización; cotización compras; optimización de compras; compras
ESCO-CR-1111,optimización de inventario,transversal,skill/competence,cross-sector,3,optimización de inventario; inventario; inventario logística; optimización de logística; logística
ESCO-CR-1112,optimización de conductor,transversal,skill/competence,transversal,3,optimización de conductor; conductor; conductor transporte; optimización de transporte; transporte
ESCO-CR-1113,optimización de producción,transversal,knowledge,sector-specific,5,optimización de producción; producción; producción manufactura; optimización de manufactura; manufactura
ESCO-CR-1114,optimización de inocuidad,salud_ciencias,skill/competence,cross-sector,3,optimización de inocuidad; inocuidad; inocuidad calidad; optimización de calidad; calidad
ESCO-CR-1115,optimización de mantenimiento preventivo,digital_basico,skill/competence,transversal,3,optimización de mantenimiento preventivo; mantenimiento preventivo; mantenimiento preventivo mantenimiento; optimización de mantenimiento; mantenimiento
ESCO-CR-1116,optimización de albanil,calidad_seguridad,skill/competence,sector-specific,4,optimización de albanil; albanil; albanil construcción operativa; optimización de construcción operativa; construcción operativa
ESCO-CR-1117,optimización de recepción hotelera,comunicacion,knowledge,cross-sector,3,optimización de recepción hotelera; recepción hotelera; recepción hotelera turismo; optimización de turismo; turismo
ESCO-CR-1118,optimización de barista,transversal,skill/competence,transversal,3,optimización de barista; barista; barista gastronomía; optimización de gastronomía; gastronomía
ESCO-CR-1119,optimización de asistente dental,comunicacion,skill/competence,sector-specific,4,optimización de asistente dental; asistente dental; asistente dental salud; optimización de salud; salud
ESCO-CR-1120,optimización de industria medica,calidad_seguridad,skill/competence,cross-sector,5,optimización de industria medica; industria medica; industria medica dispositivos médicos; optimización de dispositivos médicos; dispositivos médicos
ESCO-CR-1121,optimización de farmacéutico,calidad_seguridad,knowledge,transversal,3,optimización de farmacéutico; farmacéutico; farmacéutico farmacia; optimización de farmacia; farmacia
ESCO-CR-1122,optimización de capacitador,proyectos,skill/competence,sector-specific,4,optimización de capacitador; capacitador; capacitador educación; optimización de educación; educación
ESCO-CR-1123,optimización de rrhh,comunicacion,skill/competence,cross-sector,3,optimización de rrhh; rrhh; rrhh recursos humanos; optimización de recursos humanos; recursos humanos
ESCO-CR-1124,optimización de inclusion laboral,transversal,skill/competence,transversal,3,optimización de inclusion laboral; inclusion laboral; inclusion laboral orientación laboral; optimización de orientación laboral; orientación laboral
ESCO-CR-1125,optimización de proteccion de datos,comunicacion,knowledge,sector-specific,4,optimización de proteccion de datos; proteccion de datos; proteccion de datos legal; optimización de legal; legal
ESCO-CR-1126,optimización de tramites,digital_basico,skill/competence,cross-sector,3,optimización de tramites; tramites; tramites sector público; optimización de sector público; sector público
ESCO-CR-1127,optimización de rondas,transversal,skill/competence,transversal,5,optimización de rondas; rondas; rondas seguridad privada; optimización de seguridad privada; seguridad privada
ESCO-CR-1128,optimización de mantenimiento general,turismo_alimentos,skill/competence,sector-specific,4,optimización de mantenimiento general; mantenimiento general; mantenimiento general limpieza; optimización de limpieza; limpieza
ESCO-CR-1129,optimización de campo,calidad_seguridad,knowledge,cross-sector,3,optimización de campo; campo; campo agricultura; optimización de agricultura; agricultura
ESCO-CR-1130,optimización de carbono,transversal,skill/competence,transversal,3,optimización de carbono; carbono; carbono ambiente; optimización de ambiente; ambiente
ESCO-CR-1131,optimización de importación,finanzas,skill/competence,sector-specific,4,optimización de importación; importación; importación comercio exterior; optimización de comercio exterior; comercio exterior
ESCO-CR-1132,optimización de alquileres,administracion,skill/competence,cross-sector,3,optimización de alquileres; alquileres; alquileres bienes raíces; optimización de bienes raíces; bienes raíces
ESCO-CR-1133,optimización de traducción,comunicacion,knowledge,transversal,3,optimización de traducción; traducción; traducción idiomas; optimización de idiomas; idiomas
ESCO-CR-1134,optimización de data,finanzas,skill/competence,sector-specific,5,optimización de data; data; data datos; optimización de datos; datos
ESCO-CR-1135,optimización de infraestructura tecnologica,proyectos,skill/competence,cross-sector,3,optimización de infraestructura tecnologica; infraestructura tecnologica; infraestructura tecnologica ciberseguridad; optimización de ciberseguridad; ciberseguridad
ESCO-CR-1136,optimización de redes eléctricas,proyectos,skill/competence,transversal,3,optimización de redes eléctricas; redes eléctricas; redes eléctricas energía; optimización de energía; energía
ESCO-CR-1137,optimización de ensayo,digital_avanzado,knowledge,sector-specific,4,optimización de ensayo; ensayo; ensayo investigación; optimización de investigación; investigación
ESCO-CR-1138,optimización de fotografía,proyectos,skill/competence,cross-sector,3,optimización de fotografía; fotografía; fotografía audiovisual; optimización de audiovisual; audiovisual
ESCO-CR-1139,optimización de entrenador,transversal,skill/competence,transversal,3,optimización de entrenador; entrenador; entrenador deporte; optimización de deporte; deporte
ESCO-CR-1140,optimización de barberia,salud_ciencias,skill/competence,sector-specific,4,optimización de barberia; barberia; barberia belleza; optimización de belleza; belleza
ESCO-CR-1141,optimización de servicios domésticos,transversal,knowledge,cross-sector,5,optimización de servicios domésticos; servicios domésticos; servicios domésticos servicios domésticos
ESCO-CR-1142,optimización de planta de alimentos,calidad_seguridad,skill/competence,transversal,3,optimización de planta de alimentos; planta de alimentos; planta de alimentos agroindustria; optimización de agroindustria; agroindustria
ESCO-CR-1143,optimización de servicio financiero,comunicacion,skill/competence,sector-specific,4,optimización de servicio financiero; servicio financiero; servicio financiero contact center financiero; optimización de contact center financiero; contact center financiero
ESCO-CR-1144,optimización de ventas digitales,marketing_digital,skill/competence,cross-sector,3,optimización de ventas digitales; ventas digitales; ventas digitales emprendimiento; optimización de emprendimiento; emprendimiento
ESCO-CR-1145,optimización de tickets,comunicacion,knowledge,transversal,3,optimización de tickets; tickets; tickets soporte técnico; optimización de soporte técnico; soporte técnico
ESCO-CR-1146,optimización de wifi,construccion_mantenimiento,skill/competence,sector-specific,4,optimización de wifi; wifi; wifi redes; optimización de redes; redes
ESCO-CR-1147,optimización de servidores cloud,calidad_seguridad,skill/competence,cross-sector,3,optimización de servidores cloud; servidores cloud; servidores cloud cloud computing; optimización de cloud computing; cloud computing
ESCO-CR-1148,optimización de pipeline,calidad_seguridad,skill/competence,transversal,5,optimización de pipeline; pipeline; pipeline devops; optimización de devops; devops
ESCO-CR-1149,optimización de testing,proyectos,knowledge,sector-specific,4,optimización de testing; testing; testing qa testing; optimización de qa testing; qa testing
ESCO-CR-1150,optimización de copilot,marketing_digital,skill/competence,cross-sector,3,optimización de copilot; copilot; copilot ia generativa; optimización de ia generativa; ia generativa
ESCO-CR-1151,optimización de tensorflow,finanzas,skill/competence,transversal,3,optimización de tensorflow; tensorflow; tensorflow machine learning; optimización de machine learning; machine learning
ESCO-CR-1152,optimización de zapier,proyectos,skill/competence,sector-specific,4,optimización de zapier; zapier; zapier rpa; optimización de rpa; rpa
ESCO-CR-1153,optimización de odoo,administracion,knowledge,cross-sector,3,optimización de odoo; odoo; odoo erp; optimización de erp; erp
ESCO-CR-1154,optimización de microsoft 365,administracion,skill/competence,transversal,3,optimización de microsoft 365; microsoft 365; microsoft 365 ofimática certificada; optimización de ofimática certificada; ofimática certificada
ESCO-CR-1155,optimización de control de acceso,transversal,skill/competence,sector-specific,5,optimización de control de acceso; control de acceso; control de acceso electrónica; optimización de electrónica; electrónica
ESCO-CR-1156,optimización de cableado,proyectos,skill/competence,cross-sector,3,optimización de cableado; cableado; cableado fibra óptica; optimización de fibra óptica; fibra óptica
ESCO-CR-1157,optimización de gas refrigerante,calidad_seguridad,knowledge,transversal,3,optimización de gas refrigerante; gas refrigerante; gas refrigerante refrigeración; optimización de refrigeración; refrigeración
ESCO-CR-1158,optimización de soldadura,transversal,skill/competence,sector-specific,4,optimización de soldadura; soldadura; soldadura soldadura certificada y metalmecánica; optimización de soldadura certificada y metalmecánica; soldadura certificada y metalmecánica
ESCO-CR-1159,optimización de electricista,transversal,skill/competence,cross-sector,3,optimización de electricista; electricista; electricista electricidad residencial; optimización de electricidad residencial; electricidad residencial
ESCO-CR-1160,optimización de automotriz,calidad_seguridad,skill/competence,transversal,3,optimización de automotriz; automotriz; automotriz mecánica automotriz; optimización de mecánica automotriz; mecánica automotriz
ESCO-CR-1161,optimización de motos,calidad_seguridad,knowledge,sector-specific,4,optimización de motos; motos; motos mecánica de motocicletas y movilidad liviana; optimización de mecánica de motocicletas y movilidad liviana; mecánica de motocicletas y movilidad liviana
ESCO-CR-1162,optimización de cargador,transversal,skill/competence,cross-sector,5,optimización de cargador; cargador; cargador operación de maquinaria pesada y equipos especiales; optimización de operación de maquinaria pesada y equipos especiales; operación de maquinaria pesada y equipos especiales
ESCO-CR-1163,optimización de estiba,transversal,skill/competence,transversal,3,optimización de estiba; estiba; estiba montacargas; optimización de montacargas; montacargas
ESCO-CR-1164,optimización de limpieza y desinfección,transversal,skill/competence,sector-specific,4,optimización de limpieza y desinfección; limpieza y desinfección; limpieza y desinfección inocuidad alimentaria; optimización de inocuidad alimentaria; inocuidad alimentaria
ESCO-CR-1165,optimización de control analitico,transversal,knowledge,cross-sector,3,optimización de control analitico; control analitico; control analitico técnico de laboratorio; optimización de técnico de laboratorio; técnico de laboratorio
ESCO-CR-1166,optimización de acompanamiento,transversal,skill/competence,transversal,3,optimización de acompanamiento; acompanamiento; acompanamiento asistencia al paciente; optimización de asistencia al paciente; asistencia al paciente
ESCO-CR-1167,optimización de estetica,comunicacion,skill/competence,sector-specific,4,optimización de estetica; estetica; estetica cosmetología; optimización de cosmetología; cosmetología
ESCO-CR-1168,optimización de cocina técnica,ventas_servicio,skill/competence,cross-sector,3,optimización de cocina técnica; cocina técnica; cocina técnica cocina técnica
ESCO-CR-1169,optimización de barista,calidad_seguridad,knowledge,transversal,5,optimización de barista; barista; barista barismo; optimización de barismo; barismo
ESCO-CR-1170,optimización de repostería,ventas_comercio,skill/competence,sector-specific,4,optimización de repostería; repostería; repostería panadería; optimización de panadería; panadería
ESCO-CR-1171,optimización de prevencion de riesgos,transversal,skill/competence,cross-sector,3,optimización de prevencion de riesgos; prevencion de riesgos; prevencion de riesgos seguridad privada certificada; optimización de seguridad privada certificada; seguridad privada certificada
ESCO-CR-1172,optimización de customer service,comunicacion,skill/competence,transversal,3,optimización de customer service; customer service; customer service inglés para bpo; optimización de inglés para bpo; inglés para bpo
ESCO-CR-1173,optimización de woocommerce,digital_basico,knowledge,sector-specific,4,optimización de woocommerce; woocommerce; woocommerce e-commerce; optimización de e-commerce; e-commerce
ESCO-CR-1174,optimización de correo electrónico,digital_avanzado,skill/competence,cross-sector,3,optimización de correo electrónico; correo electrónico; correo electrónico asistencia virtual; optimización de asistencia virtual; asistencia virtual
ESCO-CR-1175,seguimiento de supervisión de obra,construccion_mantenimiento,skill/competence,transversal,3,seguimiento de supervisión de obra; supervisión de obra; supervisión de obra ingeniería civil; seguimiento de ingeniería civil; ingeniería civil
ESCO-CR-1176,seguimiento de optimizacion,proyectos,skill/competence,sector-specific,5,seguimiento de optimizacion; optimizacion; optimizacion ingeniería industrial; seguimiento de ingeniería industrial; ingeniería industrial
ESCO-CR-1177,seguimiento de programación,comunicacion,knowledge,cross-sector,3,seguimiento de programación; programación; programación ingeniería en sistemas; seguimiento de ingeniería en sistemas; ingeniería en sistemas
ESCO-CR-1178,seguimiento de electromecánica,digital_basico,skill/competence,transversal,3,seguimiento de electromecánica; electromecánica; electromecánica ingeniería electromecánica; seguimiento de ingeniería electromecánica; ingeniería electromecánica
ESCO-CR-1179,seguimiento de planos,proyectos,skill/competence,sector-specific,4,seguimiento de planos; planos; planos arquitectura; seguimiento de arquitectura; arquitectura
ESCO-CR-1180,seguimiento de cronograma,digital_avanzado,skill/competence,cross-sector,3,seguimiento de cronograma; cronograma; cronograma gestión de proyectos; seguimiento de gestión de proyectos; gestión de proyectos
ESCO-CR-1181,seguimiento de estrategia,finanzas,knowledge,transversal,3,seguimiento de estrategia; estrategia; estrategia gerencia; seguimiento de gerencia; gerencia
ESCO-CR-1182,seguimiento de prospectar,digital_basico,skill/competence,sector-specific,4,seguimiento de prospectar; prospectar; prospectar ventas; seguimiento de ventas; ventas
ESCO-CR-1183,seguimiento de reclamos,idiomas,skill/competence,cross-sector,5,seguimiento de reclamos; reclamos; reclamos servicio al cliente; seguimiento de servicio al cliente; servicio al cliente
ESCO-CR-1184,seguimiento de reposicion,digital_basico,skill/competence,transversal,3,seguimiento de reposicion; reposicion; reposicion retail; seguimiento de retail; retail
ESCO-CR-1185,seguimiento de comunicación digital,digital_avanzado,knowledge,sector-specific,4,seguimiento de comunicación digital; comunicación digital; comunicación digital marketing; seguimiento de marketing; marketing
ESCO-CR-1186,seguimiento de identidad visual,proyectos,skill/competence,cross-sector,3,seguimiento de identidad visual; identidad visual; identidad visual diseño gráfico; seguimiento de diseño gráfico; diseño gráfico
ESCO-CR-1187,seguimiento de tramites,finanzas,skill/competence,transversal,3,seguimiento de tramites; tramites; tramites administración; seguimiento de administración; administración
ESCO-CR-1188,seguimiento de contabilidad,calidad_seguridad,skill/competence,sector-specific,4,seguimiento de contabilidad; contabilidad; contabilidad contabilidad
ESCO-CR-1189,seguimiento de seguros,comunicacion,knowledge,cross-sector,3,seguimiento de seguros; seguros; seguros banca; seguimiento de banca; banca
ESCO-CR-1190,seguimiento de abastecimiento,ventas_comercio,skill/competence,transversal,5,seguimiento de abastecimiento; abastecimiento; abastecimiento compras; seguimiento de compras; compras
ESCO-CR-1191,seguimiento de almacen,logistica,skill/competence,sector-specific,4,seguimiento de almacen; almacen; almacen logística; seguimiento de logística; logística
ESCO-CR-1192,seguimiento de licencia b2,logistica,skill/competence,cross-sector,3,seguimiento de licencia b2; licencia b2; licencia b2 transporte; seguimiento de transporte; transporte
ESCO-CR-1193,seguimiento de linea de produccion,manufactura,knowledge,transversal,3,seguimiento de linea de produccion; linea de produccion; linea de produccion manufactura; seguimiento de manufactura; manufactura
ESCO-CR-1194,seguimiento de seguridad ocupacional,turismo_alimentos,skill/competence,sector-specific,4,seguimiento de seguridad ocupacional; seguridad ocupacional; seguridad ocupacional calidad; seguimiento de calidad; calidad
ESCO-CR-1195,seguimiento de mantenimiento correctivo,construccion_mantenimiento,skill/competence,cross-sector,3,seguimiento de mantenimiento correctivo; mantenimiento correctivo; mantenimiento correctivo mantenimiento; seguimiento de mantenimiento; mantenimiento
ESCO-CR-1196,seguimiento de soldadura,transversal,skill/competence,transversal,3,seguimiento de soldadura; soldadura; soldadura construcción operativa; seguimiento de construcción operativa; construcción operativa
ESCO-CR-1197,seguimiento de reservas,idiomas,knowledge,sector-specific,5,seguimiento de reservas; reservas; reservas turismo; seguimiento de turismo; turismo
ESCO-CR-1198,seguimiento de cocina,turismo_alimentos,skill/competence,cross-sector,3,seguimiento de cocina; cocina; cocina gastronomía; seguimiento de gastronomía; gastronomía
ESCO-CR-1199,seguimiento de paciente,digital_basico,skill/competence,transversal,3,seguimiento de paciente; paciente; paciente salud; seguimiento de salud; salud
ESCO-CR-1200,seguimiento de industria médica,digital_basico,skill/competence,sector-specific,4,seguimiento de industria médica; industria médica; industria médica dispositivos médicos; seguimiento de dispositivos médicos; dispositivos médicos
ESCO-CR-1201,seguimiento de medicamentos,comunicacion,knowledge,cross-sector,3,seguimiento de medicamentos; medicamentos; medicamentos farmacia; seguimiento de farmacia; farmacia
ESCO-CR-1202,seguimiento de profesor,digital_basico,skill/competence,transversal,3,seguimiento de profesor; profesor; profesor educación; seguimiento de educación; educación
ESCO-CR-1203,seguimiento de talento humano,digital_basico,skill/competence,sector-specific,4,seguimiento de talento humano; talento humano; talento humano recursos humanos; seguimiento de recursos humanos; recursos humanos
ESCO-CR-1204,seguimiento de psicología,rrhh_orientacion,skill/competence,cross-sector,5,seguimiento de psicología; psicología; psicología orientación laboral; seguimiento de orientación laboral; orientación laboral
ESCO-CR-1205,seguimiento de expediente legal,digital_basico,knowledge,transversal,3,seguimiento de expediente legal; expediente legal; expediente legal legal; seguimiento de legal; legal
ESCO-CR-1206,seguimiento de contratacion administrativa,proyectos,skill/competence,sector-specific,4,seguimiento de contratacion administrativa; contratacion administrativa; contratacion administrativa sector público; seguimiento de sector público; sector público
ESCO-CR-1207,seguimiento de rondas,calidad_seguridad,skill/competence,cross-sector,3,seguimiento de rondas; rondas; rondas seguridad privada; seguimiento de seguridad privada; seguridad privada
ESCO-CR-1208,seguimiento de mantenimiento general,transversal,skill/competence,transversal,3,seguimiento de mantenimiento general; mantenimiento general; mantenimiento general limpieza; seguimiento de limpieza; limpieza
ESCO-CR-1209,seguimiento de cultivo,transversal,knowledge,sector-specific,4,seguimiento de cultivo; cultivo; cultivo agricultura; seguimiento de agricultura; agricultura
ESCO-CR-1210,seguimiento de ambiental,agro_ambiente,skill/competence,cross-sector,3,seguimiento de ambiental; ambiental; ambiental ambiente; seguimiento de ambiente; ambiente
ESCO-CR-1211,seguimiento de exportacion,idiomas,skill/competence,transversal,5,seguimiento de exportacion; exportacion; exportacion comercio exterior; seguimiento de comercio exterior; comercio exterior
ESCO-CR-1212,seguimiento de ventas inmobiliarias,finanzas,skill/competence,sector-specific,4,seguimiento de ventas inmobiliarias; ventas inmobiliarias; ventas inmobiliarias bienes raíces; seguimiento de bienes raíces; bienes raíces
ESCO-CR-1213,seguimiento de bilingue,digital_basico,knowledge,cross-sector,3,seguimiento de bilingue; bilingue; bilingue idiomas; seguimiento de idiomas; idiomas
ESCO-CR-1214,seguimiento de analitica,proyectos,skill/competence,transversal,3,seguimiento de analitica; analitica; analitica datos; seguimiento de datos; datos
ESCO-CR-1215,seguimiento de infraestructura tecnologica,tic_soporte,skill/competence,sector-specific,4,seguimiento de infraestructura tecnologica; infraestructura tecnologica; infraestructura tecnologica ciberseguridad; seguimiento de ciberseguridad; ciberseguridad
ESCO-CR-1216,seguimiento de infraestructura,construccion_mantenimiento,skill/competence,cross-sector,3,seguimiento de infraestructura; infraestructura; infraestructura energía; seguimiento de energía; energía
ESCO-CR-1217,seguimiento de metodología,proyectos,knowledge,transversal,3,seguimiento de metodología; metodología; metodología investigación; seguimiento de investigación; investigación
ESCO-CR-1218,seguimiento de música,marketing_digital,skill/competence,sector-specific,5,seguimiento de música; música; música audiovisual; seguimiento de audiovisual; audiovisual
ESCO-CR-1219,seguimiento de gimnasio,salud_ciencias,skill/competence,cross-sector,3,seguimiento de gimnasio; gimnasio; gimnasio deporte; seguimiento de deporte; deporte
ESCO-CR-1220,seguimiento de belleza,comunicacion,skill/competence,transversal,3,seguimiento de belleza; belleza; belleza belleza
ESCO-CR-1221,seguimiento de servicios domésticos,turismo_alimentos,knowledge,sector-specific,4,seguimiento de servicios domésticos; servicios domésticos; servicios domésticos servicios domésticos
ESCO-CR-1222,seguimiento de procesamiento de alimentos,agro_ambiente,skill/competence,cross-sector,3,seguimiento de procesamiento de alimentos; procesamiento de alimentos; procesamiento de alimentos agroindustria; seguimiento de agroindustria; agroindustria
ESCO-CR-1223,seguimiento de tarjetas,digital_basico,skill/competence,transversal,3,seguimiento de tarjetas; tarjetas; tarjetas contact center financiero; seguimiento de contact center financiero; contact center financiero
ESCO-CR-1224,seguimiento de ventas digitales,proyectos,skill/competence,sector-specific,4,seguimiento de ventas digitales; ventas digitales; ventas digitales emprendimiento; seguimiento de emprendimiento; emprendimiento
ESCO-CR-1225,seguimiento de soporte tecnico,calidad_seguridad,knowledge,cross-sector,5,seguimiento de soporte tecnico; soporte tecnico; soporte tecnico soporte técnico; seguimiento de soporte técnico; soporte técnico
ESCO-CR-1226,seguimiento de access point,calidad_seguridad,skill/competence,transversal,3,seguimiento de access point; access point; access point redes; seguimiento de redes; redes
ESCO-CR-1227,seguimiento de azure,tic_soporte,skill/competence,sector-specific,4,seguimiento de azure; azure; azure cloud computing; seguimiento de cloud computing; cloud computing
ESCO-CR-1228,seguimiento de contenedores,tic_soporte,skill/competence,cross-sector,3,seguimiento de contenedores; contenedores; contenedores devops; seguimiento de devops; devops
ESCO-CR-1229,seguimiento de testing,tic_soporte,knowledge,transversal,3,seguimiento de testing; testing; testing qa testing; seguimiento de qa testing; qa testing
ESCO-CR-1230,seguimiento de herramientas de ia,proyectos,skill/competence,sector-specific,4,seguimiento de herramientas de ia; herramientas de ia; herramientas de ia ia generativa; seguimiento de ia generativa; ia generativa
ESCO-CR-1231,seguimiento de machine learning,proyectos,skill/competence,cross-sector,3,seguimiento de machine learning; machine learning; machine learning machine learning
ESCO-CR-1232,seguimiento de zapier,administracion,skill/competence,transversal,5,seguimiento de zapier; zapier; zapier rpa; seguimiento de rpa; rpa
ESCO-CR-1233,seguimiento de módulo sap,ventas_servicio,knowledge,sector-specific,4,seguimiento de módulo sap; módulo sap; módulo sap erp; seguimiento de erp; erp
