id,nombre,familia_id,familia,microfamilia_id,microfamilia,nivel,tipo_perfil,zona_referencia,modalidad_referencia,competencias_clave,certificaciones_sugeridas,educacion_minima,experiencia_sugerida,palabras_clave,perfiles_similares
PER-CR-1079,Técnico/a certificado/a en edición,artes_audiovisual,"Audiovisual, producción, música y medios",MF-CR-1079,edición · Técnico certificado,Técnico certificado,Técnico certificado,Alajuela,Presencial,audiovisual; video; edicion; edición; produccion audiovisual; producción audiovisual; musica; música,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Técnico/a certificado/a en edición edición Audiovisual, producción, música y medios artes_audiovisual audiovisual video edicion edición produccion audiovisual producción audiovisual musica música sonido fotografia fotografía streaming",
PER-CR-1080,Operador/a especializado/a en produccion audiovisual,artes_audiovisual,"Audiovisual, producción, música y medios",MF-CR-1080,produccion audiovisual · Operativo especializado,Operativo especializado,Operativo especializado,Heredia,Virtual,audiovisual; video; edicion; edición; produccion audiovisual; producción audiovisual; musica; música,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Operador/a especializado/a en produccion audiovisual produccion audiovisual Audiovisual, producción, música y medios artes_audiovisual audiovisual video edicion edición produccion audiovisual producción audiovisual musica música sonido fotografia fotografía streaming",
PER-CR-1081,Analista junior de producción audiovisual,artes_audiovisual,"Audiovisual, producción, música y medios",MF-CR-1081,producción audiovisual · Analista junior,Analista junior,Técnico avanzado,Puntarenas,Híbrido,audiovisual; video; edicion; edición; produccion audiovisual; producción audiovisual; musica; música,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Analista junior de producción audiovisual producción audiovisual Audiovisual, producción, música y medios artes_audiovisual audiovisual video edicion edición produccion audiovisual producción audiovisual musica música sonido fotografia fotografía streaming",
PER-CR-1082,Analista de musica,artes_audiovisual,"Audiovisual, producción, música y medios",MF-CR-1082,musica · Analista,Analista,Técnico avanzado,Zona Norte,Campo,audiovisual; video; edicion; edición; produccion audiovisual; producción audiovisual; musica; música,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Analista de musica musica Audiovisual, producción, música y medios artes_audiovisual audiovisual video edicion edición produccion audiovisual producción audiovisual musica música sonido fotografia fotografía streaming",
PER-CR-1083,Analista senior de música,artes_audiovisual,"Audiovisual, producción, música y medios",MF-CR-1083,música · Analista senior,Analista senior,Profesional,GAM,Mixto,audiovisual; video; edicion; edición; produccion audiovisual; producción audiovisual; musica; música,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Analista senior de música música Audiovisual, producción, música y medios artes_audiovisual audiovisual video edicion edición produccion audiovisual producción audiovisual musica música sonido fotografia fotografía streaming",
PER-CR-1084,Especialista en sonido,artes_audiovisual,"Audiovisual, producción, música y medios",MF-CR-1084,sonido · Especialista,Especialista,Profesional / técnico avanzado,Alajuela,Presencial,sonido; audiovisual; video; edicion; edición; produccion audiovisual; producción audiovisual; musica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Especialista en sonido sonido Audiovisual, producción, música y medios artes_audiovisual audiovisual video edicion edición produccion audiovisual producción audiovisual musica música sonido fotografia fotografía streaming",
PER-CR-1085,Coordinador/a de fotografia,artes_audiovisual,"Audiovisual, producción, música y medios",MF-CR-1085,fotografia · Coordinador,Coordinador,Coordinación,Heredia,Virtual,fotografia; audiovisual; video; edicion; edición; produccion audiovisual; producción audiovisual; musica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Coordinador/a de fotografia fotografia Audiovisual, producción, música y medios artes_audiovisual audiovisual video edicion edición produccion audiovisual producción audiovisual musica música sonido fotografia fotografía streaming",
PER-CR-1086,Supervisor/a de fotografía,artes_audiovisual,"Audiovisual, producción, música y medios",MF-CR-1086,fotografía · Supervisor,Supervisor,Supervisión,Puntarenas,Híbrido,fotografía; audiovisual; video; edicion; edición; produccion audiovisual; producción audiovisual; musica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Supervisor/a de fotografía fotografía Audiovisual, producción, música y medios artes_audiovisual audiovisual video edicion edición produccion audiovisual producción audiovisual musica música sonido fotografia fotografía streaming",
PER-CR-1087,Jefatura de streaming,artes_audiovisual,"Audiovisual, producción, música y medios",MF-CR-1087,streaming · Jefatura,Jefatura,Jefatura,Zona Norte,Campo,streaming; audiovisual; video; edicion; edición; produccion audiovisual; producción audiovisual; musica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Jefatura de streaming streaming Audiovisual, producción, música y medios artes_audiovisual audiovisual video edicion edición produccion audiovisual producción audiovisual musica música sonido fotografia fotografía streaming",
PER-CR-1088,Consultor/a de producción,artes_audiovisual,"Audiovisual, producción, música y medios",MF-CR-1088,producción · Consultor,Consultor,Consultoría,GAM,Mixto,producción; audiovisual; video; edicion; edición; produccion audiovisual; producción audiovisual; musica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Consultor/a de producción producción Audiovisual, producción, música y medios artes_audiovisual audiovisual video edicion edición produccion audiovisual producción audiovisual musica música sonido fotografia fotografía streaming",
PER-CR-1089,Gestor/a de medios,artes_audiovisual,"Audiovisual, producción, música y medios",MF-CR-1089,medios · Gestor,Gestor,Gestión,Alajuela,Presencial,medios; audiovisual; video; edicion; edición; produccion audiovisual; producción audiovisual; musica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Gestor/a de medios medios Audiovisual, producción, música y medios artes_audiovisual audiovisual video edicion edición produccion audiovisual producción audiovisual musica música sonido fotografia fotografía streaming",
PER-CR-1090,Instructor/a de Audiovisual enfoque 15,artes_audiovisual,"Audiovisual, producción, música y medios",MF-CR-1090,Audiovisual enfoque 15 · Instructor / formador,Instructor / formador,Formación,Heredia,Virtual,Audiovisual enfoque 15; audiovisual; video; edicion; edición; produccion audiovisual; producción audiovisual; musica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Instructor/a de Audiovisual enfoque 15 Audiovisual enfoque 15 Audiovisual, producción, música y medios artes_audiovisual audiovisual video edicion edición produccion audiovisual producción audiovisual musica música sonido fotografia fotografía streaming",
PER-CR-1091,Inspector/a de calidad en Audiovisual enfoque 16,artes_audiovisual,"Audiovisual, producción, música y medios",MF-CR-1091,Audiovisual enfoque 16 · Control de calidad,Control de calidad,Calidad,Puntarenas,Híbrido,Audiovisual enfoque 16; audiovisual; video; edicion; edición; produccion audiovisual; producción audiovisual; musica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Inspector/a de calidad en Audiovisual enfoque 16 Audiovisual enfoque 16 Audiovisual, producción, música y medios artes_audiovisual audiovisual video edicion edición produccion audiovisual producción audiovisual musica música sonido fotografia fotografía streaming",
PER-CR-1092,Analista de datos y reportes de Audiovisual enfoque 17,artes_audiovisual,"Audiovisual, producción, música y medios",MF-CR-1092,Audiovisual enfoque 17 · Datos y reportes,Datos y reportes,Datos / analítica,Zona Norte,Campo,Audiovisual enfoque 17; audiovisual; video; edicion; edición; produccion audiovisual; producción audiovisual; musica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Analista de datos y reportes de Audiovisual enfoque 17 Audiovisual enfoque 17 Audiovisual, producción, música y medios artes_audiovisual audiovisual video edicion edición produccion audiovisual producción audiovisual musica música sonido fotografia fotografía streaming",
PER-CR-1093,Especialista digital en Audiovisual enfoque 18,artes_audiovisual,"Audiovisual, producción, música y medios",MF-CR-1093,Audiovisual enfoque 18 · Herramientas digitales,Herramientas digitales,Digital,GAM,Mixto,Audiovisual enfoque 18; audiovisual; video; edicion; edición; produccion audiovisual; producción audiovisual; musica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Especialista digital en Audiovisual enfoque 18 Audiovisual enfoque 18 Audiovisual, producción, música y medios artes_audiovisual audiovisual video edicion edición produccion audiovisual producción audiovisual musica música sonido fotografia fotografía streaming",
PER-CR-1094,Coordinador/a de proyectos de Audiovisual enfoque 19,artes_audiovisual,"Audiovisual, producción, música y medios",MF-CR-1094,Audiovisual enfoque 19 · Proyectos,Proyectos,Proyectos,Alajuela,Presencial,Audiovisual enfoque 19; audiovisual; video; edicion; edición; produccion audiovisual; producción audiovisual; musica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Coordinador/a de proyectos de Audiovisual enfoque 19 Audiovisual enfoque 19 Audiovisual, producción, música y medios artes_audiovisual audiovisual video edicion edición produccion audiovisual producción audiovisual musica música sonido fotografia fotografía streaming",
PER-CR-1095,Técnico/a de campo en Audiovisual enfoque 20,artes_audiovisual,"Audiovisual, producción, música y medios",MF-CR-1095,Audiovisual enfoque 20 · Campo / operación local,Campo / operación local,Campo,Heredia,Virtual,Audiovisual enfoque 20; audiovisual; video; edicion; edición; produccion audiovisual; producción audiovisual; musica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Técnico/a de campo en Audiovisual enfoque 20 Audiovisual enfoque 20 Audiovisual, producción, música y medios artes_audiovisual audiovisual video edicion edición produccion audiovisual producción audiovisual musica música sonido fotografia fotografía streaming",
PER-CR-1096,Asesor/a de servicio en Audiovisual enfoque 21,artes_audiovisual,"Audiovisual, producción, música y medios",MF-CR-1096,Audiovisual enfoque 21 · Servicio al usuario,Servicio al usuario,Servicio,Puntarenas,Híbrido,Audiovisual enfoque 21; audiovisual; video; edicion; edición; produccion audiovisual; producción audiovisual; musica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Asesor/a de servicio en Audiovisual enfoque 21 Audiovisual enfoque 21 Audiovisual, producción, música y medios artes_audiovisual audiovisual video edicion edición produccion audiovisual producción audiovisual musica música sonido fotografia fotografía streaming",
PER-CR-1097,Ejecutivo/a comercial de Audiovisual enfoque 22,artes_audiovisual,"Audiovisual, producción, música y medios",MF-CR-1097,Audiovisual enfoque 22 · Gestión comercial,Gestión comercial,Comercial,Zona Norte,Campo,Audiovisual enfoque 22; audiovisual; video; edicion; edición; produccion audiovisual; producción audiovisual; musica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Ejecutivo/a comercial de Audiovisual enfoque 22 Audiovisual enfoque 22 Audiovisual, producción, música y medios artes_audiovisual audiovisual video edicion edición produccion audiovisual producción audiovisual musica música sonido fotografia fotografía streaming",
PER-CR-1098,Analista de cumplimiento en Audiovisual enfoque 23,artes_audiovisual,"Audiovisual, producción, música y medios",MF-CR-1098,Audiovisual enfoque 23 · Cumplimiento / normativa,Cumplimiento / normativa,Cumplimiento,GAM,Mixto,Audiovisual enfoque 23; audiovisual; video; edicion; edición; produccion audiovisual; producción audiovisual; musica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Analista de cumplimiento en Audiovisual enfoque 23 Audiovisual enfoque 23 Audiovisual, producción, música y medios artes_audiovisual audiovisual video edicion edición produccion audiovisual producción audiovisual musica música sonido fotografia fotografía streaming",
PER-CR-1099,Gestor/a emprendedor/a en Audiovisual enfoque 24,artes_audiovisual,"Audiovisual, producción, música y medios",MF-CR-1099,Audiovisual enfoque 24 · Emprendimiento,Emprendimiento,Emprendimiento,Alajuela,Presencial,Audiovisual enfoque 24; audiovisual; video; edicion; edición; produccion audiovisual; producción audiovisual; musica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Gestor/a emprendedor/a en Audiovisual enfoque 24 Audiovisual enfoque 24 Audiovisual, producción, música y medios artes_audiovisual audiovisual video edicion edición produccion audiovisual producción audiovisual musica música sonido fotografia fotografía streaming",
PER-CR-1100,Gerente de Audiovisual enfoque 25,artes_audiovisual,"Audiovisual, producción, música y medios",MF-CR-1100,Audiovisual enfoque 25 · Gerencial / estratégico,Gerencial / estratégico,Gerencial,Heredia,Virtual,Audiovisual enfoque 25; audiovisual; video; edicion; edición; produccion audiovisual; producción audiovisual; musica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Gerente de Audiovisual enfoque 25 Audiovisual enfoque 25 Audiovisual, producción, música y medios artes_audiovisual audiovisual video edicion edición produccion audiovisual producción audiovisual musica música sonido fotografia fotografía streaming",
PER-CR-1101,Auxiliar de deporte,deporte_bienestar,"Deporte, recreación y bienestar físico",MF-CR-1101,deporte · Entrada / auxiliar,Entrada / auxiliar,Operativo,San José,Híbrido,deporte; entrenador; gimnasio; bienestar; recreacion; recreación; actividad fisica; actividad física,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,0-1 año,"Auxiliar de deporte deporte Deporte, recreación y bienestar físico deporte_bienestar deporte entrenador gimnasio bienestar recreacion recreación actividad fisica actividad física nutricion nutrición",
PER-CR-1102,Asistente de entrenador,deporte_bienestar,"Deporte, recreación y bienestar físico",MF-CR-1102,entrenador · Asistente,Asistente,Técnico inicial,Cartago,Campo,deporte; entrenador; gimnasio; bienestar; recreacion; recreación; actividad fisica; actividad física,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,0-1 año,"Asistente de entrenador entrenador Deporte, recreación y bienestar físico deporte_bienestar deporte entrenador gimnasio bienestar recreacion recreación actividad fisica actividad física nutricion nutrición",
PER-CR-1103,Técnico/a en gimnasio,deporte_bienestar,"Deporte, recreación y bienestar físico",MF-CR-1103,gimnasio · Técnico,Técnico,Técnico,Limón,Mixto,deporte; entrenador; gimnasio; bienestar; recreacion; recreación; actividad fisica; actividad física,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Técnico/a en gimnasio gimnasio Deporte, recreación y bienestar físico deporte_bienestar deporte entrenador gimnasio bienestar recreacion recreación actividad fisica actividad física nutricion nutrición",
PER-CR-1104,Técnico/a certificado/a en bienestar,deporte_bienestar,"Deporte, recreación y bienestar físico",MF-CR-1104,bienestar · Técnico certificado,Técnico certificado,Técnico certificado,Guanacaste,Presencial,deporte; entrenador; gimnasio; bienestar; recreacion; recreación; actividad fisica; actividad física,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Técnico/a certificado/a en bienestar bienestar Deporte, recreación y bienestar físico deporte_bienestar deporte entrenador gimnasio bienestar recreacion recreación actividad fisica actividad física nutricion nutrición",
PER-CR-1105,Operador/a especializado/a en recreacion,deporte_bienestar,"Deporte, recreación y bienestar físico",MF-CR-1105,recreacion · Operativo especializado,Operativo especializado,Operativo especializado,Zona Sur,Virtual,deporte; entrenador; gimnasio; bienestar; recreacion; recreación; actividad fisica; actividad física,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Operador/a especializado/a en recreacion recreacion Deporte, recreación y bienestar físico deporte_bienestar deporte entrenador gimnasio bienestar recreacion recreación actividad fisica actividad física nutricion nutrición",
PER-CR-1106,Analista junior de recreación,deporte_bienestar,"Deporte, recreación y bienestar físico",MF-CR-1106,recreación · Analista junior,Analista junior,Técnico avanzado,San José,Híbrido,deporte; entrenador; gimnasio; bienestar; recreacion; recreación; actividad fisica; actividad física,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Analista junior de recreación recreación Deporte, recreación y bienestar físico deporte_bienestar deporte entrenador gimnasio bienestar recreacion recreación actividad fisica actividad física nutricion nutrición",
PER-CR-1107,Analista de actividad fisica,deporte_bienestar,"Deporte, recreación y bienestar físico",MF-CR-1107,actividad fisica · Analista,Analista,Técnico avanzado,Cartago,Campo,deporte; entrenador; gimnasio; bienestar; recreacion; recreación; actividad fisica; actividad física,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Analista de actividad fisica actividad fisica Deporte, recreación y bienestar físico deporte_bienestar deporte entrenador gimnasio bienestar recreacion recreación actividad fisica actividad física nutricion nutrición",
PER-CR-1108,Analista senior de actividad física,deporte_bienestar,"Deporte, recreación y bienestar físico",MF-CR-1108,actividad física · Analista senior,Analista senior,Profesional,Limón,Mixto,deporte; entrenador; gimnasio; bienestar; recreacion; recreación; actividad fisica; actividad física,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Analista senior de actividad física actividad física Deporte, recreación y bienestar físico deporte_bienestar deporte entrenador gimnasio bienestar recreacion recreación actividad fisica actividad física nutricion nutrición",
PER-CR-1109,Especialista en nutricion,deporte_bienestar,"Deporte, recreación y bienestar físico",MF-CR-1109,nutricion · Especialista,Especialista,Profesional / técnico avanzado,Guanacaste,Presencial,nutricion; deporte; entrenador; gimnasio; bienestar; recreacion; recreación; actividad fisica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Especialista en nutricion nutricion Deporte, recreación y bienestar físico deporte_bienestar deporte entrenador gimnasio bienestar recreacion recreación actividad fisica actividad física nutricion nutrición",
PER-CR-1110,Coordinador/a de nutrición,deporte_bienestar,"Deporte, recreación y bienestar físico",MF-CR-1110,nutrición · Coordinador,Coordinador,Coordinación,Zona Sur,Virtual,nutrición; deporte; entrenador; gimnasio; bienestar; recreacion; recreación; actividad fisica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Coordinador/a de nutrición nutrición Deporte, recreación y bienestar físico deporte_bienestar deporte entrenador gimnasio bienestar recreacion recreación actividad fisica actividad física nutricion nutrición",
PER-CR-1111,Supervisor/a de físico,deporte_bienestar,"Deporte, recreación y bienestar físico",MF-CR-1111,físico · Supervisor,Supervisor,Supervisión,San José,Híbrido,físico; deporte; entrenador; gimnasio; bienestar; recreacion; recreación; actividad fisica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Supervisor/a de físico físico Deporte, recreación y bienestar físico deporte_bienestar deporte entrenador gimnasio bienestar recreacion recreación actividad fisica actividad física nutricion nutrición",
PER-CR-1112,Jefatura de Deporte enfoque 12,deporte_bienestar,"Deporte, recreación y bienestar físico",MF-CR-1112,Deporte enfoque 12 · Jefatura,Jefatura,Jefatura,Cartago,Campo,Deporte enfoque 12; deporte; entrenador; gimnasio; bienestar; recreacion; recreación; actividad fisica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Jefatura de Deporte enfoque 12 Deporte enfoque 12 Deporte, recreación y bienestar físico deporte_bienestar deporte entrenador gimnasio bienestar recreacion recreación actividad fisica actividad física nutricion nutrición",
PER-CR-1113,Consultor/a de Deporte enfoque 13,deporte_bienestar,"Deporte, recreación y bienestar físico",MF-CR-1113,Deporte enfoque 13 · Consultor,Consultor,Consultoría,Limón,Mixto,Deporte enfoque 13; deporte; entrenador; gimnasio; bienestar; recreacion; recreación; actividad fisica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Consultor/a de Deporte enfoque 13 Deporte enfoque 13 Deporte, recreación y bienestar físico deporte_bienestar deporte entrenador gimnasio bienestar recreacion recreación actividad fisica actividad física nutricion nutrición",
PER-CR-1114,Gestor/a de Deporte enfoque 14,deporte_bienestar,"Deporte, recreación y bienestar físico",MF-CR-1114,Deporte enfoque 14 · Gestor,Gestor,Gestión,Guanacaste,Presencial,Deporte enfoque 14; deporte; entrenador; gimnasio; bienestar; recreacion; recreación; actividad fisica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Gestor/a de Deporte enfoque 14 Deporte enfoque 14 Deporte, recreación y bienestar físico deporte_bienestar deporte entrenador gimnasio bienestar recreacion recreación actividad fisica actividad física nutricion nutrición",
PER-CR-1115,Instructor/a de Deporte enfoque 15,deporte_bienestar,"Deporte, recreación y bienestar físico",MF-CR-1115,Deporte enfoque 15 · Instructor / formador,Instructor / formador,Formación,Zona Sur,Virtual,Deporte enfoque 15; deporte; entrenador; gimnasio; bienestar; recreacion; recreación; actividad fisica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Instructor/a de Deporte enfoque 15 Deporte enfoque 15 Deporte, recreación y bienestar físico deporte_bienestar deporte entrenador gimnasio bienestar recreacion recreación actividad fisica actividad física nutricion nutrición",
PER-CR-1116,Inspector/a de calidad en Deporte enfoque 16,deporte_bienestar,"Deporte, recreación y bienestar físico",MF-CR-1116,Deporte enfoque 16 · Control de calidad,Control de calidad,Calidad,San José,Híbrido,Deporte enfoque 16; deporte; entrenador; gimnasio; bienestar; recreacion; recreación; actividad fisica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Inspector/a de calidad en Deporte enfoque 16 Deporte enfoque 16 Deporte, recreación y bienestar físico deporte_bienestar deporte entrenador gimnasio bienestar recreacion recreación actividad fisica actividad física nutricion nutrición",
PER-CR-1117,Analista de datos y reportes de Deporte enfoque 17,deporte_bienestar,"Deporte, recreación y bienestar físico",MF-CR-1117,Deporte enfoque 17 · Datos y reportes,Datos y reportes,Datos / analítica,Cartago,Campo,Deporte enfoque 17; deporte; entrenador; gimnasio; bienestar; recreacion; recreación; actividad fisica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Analista de datos y reportes de Deporte enfoque 17 Deporte enfoque 17 Deporte, recreación y bienestar físico deporte_bienestar deporte entrenador gimnasio bienestar recreacion recreación actividad fisica actividad física nutricion nutrición",
PER-CR-1118,Especialista digital en Deporte enfoque 18,deporte_bienestar,"Deporte, recreación y bienestar físico",MF-CR-1118,Deporte enfoque 18 · Herramientas digitales,Herramientas digitales,Digital,Limón,Mixto,Deporte enfoque 18; deporte; entrenador; gimnasio; bienestar; recreacion; recreación; actividad fisica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Especialista digital en Deporte enfoque 18 Deporte enfoque 18 Deporte, recreación y bienestar físico deporte_bienestar deporte entrenador gimnasio bienestar recreacion recreación actividad fisica actividad física nutricion nutrición",
PER-CR-1119,Coordinador/a de proyectos de Deporte enfoque 19,deporte_bienestar,"Deporte, recreación y bienestar físico",MF-CR-1119,Deporte enfoque 19 · Proyectos,Proyectos,Proyectos,Guanacaste,Presencial,Deporte enfoque 19; deporte; entrenador; gimnasio; bienestar; recreacion; recreación; actividad fisica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Coordinador/a de proyectos de Deporte enfoque 19 Deporte enfoque 19 Deporte, recreación y bienestar físico deporte_bienestar deporte entrenador gimnasio bienestar recreacion recreación actividad fisica actividad física nutricion nutrición",
PER-CR-1120,Técnico/a de campo en Deporte enfoque 20,deporte_bienestar,"Deporte, recreación y bienestar físico",MF-CR-1120,Deporte enfoque 20 · Campo / operación local,Campo / operación local,Campo,Zona Sur,Virtual,Deporte enfoque 20; deporte; entrenador; gimnasio; bienestar; recreacion; recreación; actividad fisica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Técnico/a de campo en Deporte enfoque 20 Deporte enfoque 20 Deporte, recreación y bienestar físico deporte_bienestar deporte entrenador gimnasio bienestar recreacion recreación actividad fisica actividad física nutricion nutrición",
PER-CR-1121,Asesor/a de servicio en Deporte enfoque 21,deporte_bienestar,"Deporte, recreación y bienestar físico",MF-CR-1121,Deporte enfoque 21 · Servicio al usuario,Servicio al usuario,Servicio,San José,Híbrido,Deporte enfoque 21; deporte; entrenador; gimnasio; bienestar; recreacion; recreación; actividad fisica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Asesor/a de servicio en Deporte enfoque 21 Deporte enfoque 21 Deporte, recreación y bienestar físico deporte_bienestar deporte entrenador gimnasio bienestar recreacion recreación actividad fisica actividad física nutricion nutrición",
PER-CR-1122,Ejecutivo/a comercial de Deporte enfoque 22,deporte_bienestar,"Deporte, recreación y bienestar físico",MF-CR-1122,Deporte enfoque 22 · Gestión comercial,Gestión comercial,Comercial,Cartago,Campo,Deporte enfoque 22; deporte; entrenador; gimnasio; bienestar; recreacion; recreación; actividad fisica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Ejecutivo/a comercial de Deporte enfoque 22 Deporte enfoque 22 Deporte, recreación y bienestar físico deporte_bienestar deporte entrenador gimnasio bienestar recreacion recreación actividad fisica actividad física nutricion nutrición",
PER-CR-1123,Analista de cumplimiento en Deporte enfoque 23,deporte_bienestar,"Deporte, recreación y bienestar físico",MF-CR-1123,Deporte enfoque 23 · Cumplimiento / normativa,Cumplimiento / normativa,Cumplimiento,Limón,Mixto,Deporte enfoque 23; deporte; entrenador; gimnasio; bienestar; recreacion; recreación; actividad fisica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Analista de cumplimiento en Deporte enfoque 23 Deporte enfoque 23 Deporte, recreación y bienestar físico deporte_bienestar deporte entrenador gimnasio bienestar recreacion recreación actividad fisica actividad física nutricion nutrición",
